Tweet Text;Tweet Datetime;Tweet Retweet Count;Tweet Favorite Count;Twitter @ name;Twitter User Location;URL in Bio;Users Current Following Count;Number of accounts user is following;Users Tweet Count;Tweet Language
"Lucan with THE SOFTBOX.

Photographed by Campbell Addy
Styled by Celenie Laura Fleur Seidel

October 16, 2020 in London, England.";2020-12-29 15:00:01+00:00;6;42;marcjacobs;NYC;https://t.co/QL97SX7SKI;8760395;1257;25604;en
@tweethbad Please email customerservice@marcjacobs.com for assistance ✨;2020-12-29 04:36:12+00:00;0;0;marcjacobs;NYC;https://t.co/QL97SX7SKI;8760395;1257;25604;en
"Lucan with THE TEDDY SMALL TRAVELER TOTE.

Photographed by Campbell Addy
Styled by Celenie Laura Fleur Seidel

October 16, 2020 in London, England.";2020-12-28 20:00:01+00:00;7;52;marcjacobs;NYC;https://t.co/QL97SX7SKI;8760395;1257;25604;en
"Lucan with THE J LINK.

Photographed by Campbell Addy
Styled by Celenie Laura Fleur Seidel

October 16, 2020 in London, England.";2020-12-28 17:00:01+00:00;7;44;marcjacobs;NYC;https://t.co/QL97SX7SKI;8760395;1257;25604;en
Marc, Anna Sui and Betsey Johnson photographed in 1993 ♥️ https://t.co/LNLnaP44aP;2020-12-26 13:52:12+00:00;27;233;marcjacobs;NYC;https://t.co/QL97SX7SKI;8760395;1257;25604;en
"Happy holidays from our chosen family to yours.

Marc photographed by Nicolas Newbold, styled by Julio Espada. https://t.co/ceFxaeUXmL";2020-12-25 14:00:00+00:00;11;121;marcjacobs;NYC;https://t.co/QL97SX7SKI;8760395;1257;25604;en
"Victoria Beckham for RUNWAY SPRING 2008 MARC JACOBS 🎁

Photographed by Juergen Teller. https://t.co/pnu89ehy0X";2020-12-24 13:48:46+00:00;11;136;marcjacobs;NYC;https://t.co/QL97SX7SKI;8760395;1257;25604;en
"Puma wears THE DIRECTOR.

Photographed by Tyrell Hampton
Styled by Clare Byrne

November 24, 2020 in New York City.";2020-12-23 15:00:02+00:00;2;39;marcjacobs;NYC;https://t.co/QL97SX7SKI;8760395;1257;25604;en
"THE SOFTBOX.

Photographed by Tyrell Hampton
Styled by Clare Byrne

November 24, 2020 in New York City.";2020-12-23 15:00:00+00:00;0;23;marcjacobs;NYC;https://t.co/QL97SX7SKI;8760395;1257;25604;en
"Ama with THE BOLD WALLETS.

Photographed by Tyrell Hampton
Styled by Clare Byrne

November 24, 2020 in New York City.";2020-12-22 22:19:48+00:00;9;50;marcjacobs;NYC;https://t.co/QL97SX7SKI;8760395;1257;25604;en
